Title,Date
"South Park: Season 21: White People Renovating Houses","11/4/19"
"South Park: Season 20: The End of Serialization As We Know It","11/4/19"
"South Park: Season 20: Not Funny","11/2/19"
"How I Met Your Mother: The Pineapple Incident","10/31/19"
"How I Met Your Mother: Belly Full of Turkey","10/30/19"
"How I Met Your Mother: The Duel","10/30/19"
"South Park: Season 20: Members Only","10/30/19"
"How I Met Your Mother: Matchmaker","10/30/19"
"The I-Land: Limited Series: The Dark Backward","10/29/19"
"The I-Land: Limited Series: The Great Globe Itself","10/29/19"
"Peaky Blinders: Season 5: Mr Jones","10/29/19"
"Peaky Blinders: Season 5: The Shock","10/28/19"
"The I-Land: Limited Series: The Cloud Capp'd Towers","10/28/19"
"Peaky Blinders: Season 5: The Loop","10/28/19"
"The I-Land: Limited Series: Many Goodly Creatures","10/28/19"
"The I-Land: Limited Series: The Insubstantial Pageant","10/26/19"
"The I-Land: Limited Series: The Gorgeous Palaces","10/25/19"
"The I-Land: Limited Series: Brave New World","10/25/19"
"South Park: Season 20: Oh, Jeez","10/24/19"
"How I Met Your Mother: The Slutty Pumpkin","10/23/19"
"How I Met Your Mother: Okay Awesome","10/23/19"
"Peaky Blinders: Season 5: Strategy","10/23/19"
"Peaky Blinders: Season 5: Black Cats","10/23/19"
"How I Met Your Mother: Return of the Shirt","10/22/19"
"How I Met Your Mother: The Sweet Taste of Liberty","10/22/19"
"Peaky Blinders: Season 5: Black Tuesday","10/21/19"
"How I Met Your Mother: Purple Giraffe","10/17/19"
"How I Met Your Mother: Pilot","10/17/19"
"Dark: Season 2: Endings and Beginnings","10/10/19"
"Dark: Season 2: The White Devil","10/9/19"
"South Park: Season 20: Fort Collins","10/3/19"
"South Park: Season 20: Douche and a Danish","10/3/19"
"South Park: Season 20: Wieners Out","10/3/19"
"South Park: Season 20: The Damned","10/3/19"
"Black Mirror: Season 2: Be Right Back","10/2/19"
"South Park: Season 20: Skank Hunt","10/1/19"
"South Park: Season 20: Member Berries","10/1/19"
"Black Mirror: Season 1: The Entire History of You","9/28/19"
"Disenchantment: Part 1: For Whom the Pig Oinks","9/27/19"
"Disenchantment: Part 1: A Princess, an Elf, and a Demon Walk Into a Bar","9/24/19"
"Peaky Blinders: Season 4: The Company","9/22/19"
"Peaky Blinders: Season 4: The Duel","9/22/19"
"Peaky Blinders: Season 4: Blackbird","9/22/19"
"Peaky Blinders: Season 4: Heathens","9/20/19"
"Peaky Blinders: Season 4: The Noose","9/19/19"
"Peaky Blinders: Season 3: Episode 6","9/18/19"
"Peaky Blinders: Season 3: Episode 5","9/18/19"
"Peaky Blinders: Season 3: Episode 1","9/16/19"
"Peaky Blinders: Season 2: Episode 6","9/15/19"
"Peaky Blinders: Season 2: Episode 3","9/14/19"
"Travis Scott: Look Mom I Can Fly","9/13/19"
"Rick and Morty: Season 3: The Whirly Dirly Conspiracy","9/6/19"
"Black Mirror: Season 1: The National Anthem","9/5/19"
"Black Mirror: Season 5: Striking Vipers","9/5/19"
"Rick and Morty: Season 3: Vindicators 3:  The Return of Worldender","9/5/19"
"Orange Is the New Black: Season 1: I Wasn't Ready","9/4/19"
"Peaky Blinders: Season 2: Episode 2","9/3/19"
"Peaky Blinders: Season 2: Episode 1","9/2/19"
"Peaky Blinders: Season 1: Episode 6","9/2/19"
"Peaky Blinders: Season 1: Episode 5","9/2/19"
"Peaky Blinders: Season 1: Episode 4","8/29/19"
"The Fundamentals of Caring","8/29/19"
"Peaky Blinders: Season 1: Episode 1","8/26/19"
